"Time (YYYY:MM:DD)","Range (km)","Elevation (deg)","Azimuth (deg)"
2018:06:03:07:53:42.000,2409.225855,-55.156,296.573
2018:06:03:07:54:42.000,2390.209768,-55.181,295.573
2018:06:03:07:55:42.000,2371.897448,-55.209,294.543
2018:06:03:07:56:42.000,2354.316833,-55.242,293.481
2018:06:03:07:57:42.000,2337.495486,-55.278,292.388
2018:06:03:07:58:42.000,2321.460480,-55.316,291.266
2018:06:03:07:59:42.000,2306.238290,-55.356,290.114
2018:06:03:08:00:42.000,2291.854668,-55.398,288.933
2018:06:03:08:01:42.000,2278.334521,-55.440,287.724
2018:06:03:08:02:42.000,2265.701787,-55.483,286.488
2018:06:03:08:03:42.000,2253.979303,-55.525,285.226
2018:06:03:08:04:42.000,2243.188684,-55.566,283.940
2018:06:03:08:05:42.000,2233.350192,-55.605,282.631
2018:06:03:08:06:42.000,2224.482617,-55.642,281.300
2018:06:03:08:07:42.000,2216.603156,-55.676,279.951
2018:06:03:08:08:42.000,2209.727302,-55.707,278.583
2018:06:03:08:09:42.000,2203.868741,-55.734,277.201
2018:06:03:08:10:42.000,2199.039262,-55.756,275.806
2018:06:03:08:11:42.000,2195.248667,-55.774,274.400
2018:06:03:08:12:42.000,2192.504705,-55.788,272.986
2018:06:03:08:13:42.000,2190.813019,-55.796,271.567
2018:06:03:08:14:42.000,2190.177100,-55.799,270.145
2018:06:03:08:15:42.000,2190.598261,-55.797,268.722
2018:06:03:08:16:42.000,2192.075632,-55.790,267.302
2018:06:03:08:17:42.000,2194.606162,-55.778,265.887
2018:06:03:08:18:42.000,2198.184645,-55.760,264.479
2018:06:03:08:19:42.000,2202.803753,-55.739,263.082
2018:06:03:08:20:42.000,2208.454096,-55.712,261.696
2018:06:03:08:21:42.000,2215.124284,-55.682,260.326
2018:06:03:08:22:42.000,2222.801008,-55.649,258.973
2018:06:03:08:23:42.000,2231.469133,-55.613,257.638
2018:06:03:08:24:42.000,2241.111800,-55.574,256.325
2018:06:03:08:25:42.000,2251.710533,-55.533,255.034
2018:06:03:08:26:42.000,2263.245360,-55.491,253.767
2018:06:03:08:27:42.000,2275.694930,-55.449,252.525
2018:06:03:08:28:42.000,2289.036643,-55.406,251.311
2018:06:03:08:29:42.000,2303.246776,-55.364,250.124
2018:06:03:08:30:42.000,2318.300606,-55.324,248.966
2018:06:03:08:31:42.000,2334.172545,-55.285,247.837
2018:06:03:08:32:42.000,2350.836254,-55.249,246.739
2018:06:03:08:33:42.000,2368.264772,-55.216,245.671
2018:06:03:08:34:42.000,2386.430627,-55.186,244.634
2018:06:03:08:35:42.000,2405.305948,-55.161,243.628
2018:06:03:08:36:42.000,2424.862572,-55.140,242.653
2018:06:03:08:37:42.000,2445.072138,-55.125,241.709
2018:06:03:08:38:42.000,2465.906184,-55.114,240.796
2018:06:03:08:39:42.000,2487.336229,-55.110,239.915
2018:06:03:08:39:53.286,2491.431596,-55.110,239.752
2018:06:03:12:01:40.748,2491.431596,-55.110,300.247
2018:06:03:12:02:40.000,2470.158199,-55.113,299.382
2018:06:03:12:03:40.000,2449.203099,-55.122,298.475
2018:06:03:12:04:40.000,2428.866781,-55.137,297.538
2018:06:03:12:05:40.000,2409.177718,-55.156,296.569
2018:06:03:12:06:40.000,2390.164295,-55.181,295.569
2018:06:03:12:07:40.000,2371.854722,-55.210,294.538
2018:06:03:12:08:40.000,2354.276937,-55.242,293.477
2018:06:03:12:09:40.000,2337.458498,-55.278,292.384
2018:06:03:12:10:40.000,2321.426477,-55.316,291.262
2018:06:03:12:11:40.000,2306.207345,-55.356,290.110
2018:06:03:12:12:40.000,2291.826851,-55.398,288.929
2018:06:03:12:13:40.000,2278.309897,-55.440,287.719
2018:06:03:12:14:40.000,2265.680417,-55.483,286.483
2018:06:03:12:15:40.000,2253.961244,-55.525,285.222
2018:06:03:12:16:40.000,2243.173988,-55.566,283.935
2018:06:03:12:17:40.000,2233.338906,-55.605,282.626
2018:06:03:12:18:40.000,2224.474780,-55.642,281.296
2018:06:03:12:19:40.000,2216.598802,-55.676,279.946
2018:06:03:12:20:40.000,2209.726459,-55.707,278.579
2018:06:03:12:21:40.000,2203.871431,-55.734,277.196
2018:06:03:12:22:40.000,2199.045497,-55.756,275.801
2018:06:03:12:23:40.000,2195.258454,-55.774,274.395
2018:06:03:12:24:40.000,2192.518045,-55.788,272.981
2018:06:03:12:25:40.000,2190.829904,-55.796,271.562
2018:06:03:12:26:40.000,2190.197514,-55.799,270.140
2018:06:03:12:27:40.000,2190.622182,-55.797,268.717
2018:06:03:12:28:40.000,2192.103030,-55.790,267.297
2018:06:03:12:29:40.000,2194.637002,-55.777,265.882
2018:06:03:12:30:40.000,2198.218882,-55.760,264.475
2018:06:03:12:31:40.000,2202.841338,-55.738,263.077
2018:06:03:12:32:40.000,2208.494972,-55.712,261.692
2018:06:03:12:33:40.000,2215.168388,-55.682,260.322
2018:06:03:12:34:40.000,2222.848272,-55.649,258.968
2018:06:03:12:35:40.000,2231.519484,-55.612,257.634
2018:06:03:12:36:40.000,2241.165159,-55.574,256.321
2018:06:03:12:37:40.000,2251.766819,-55.533,255.030
2018:06:03:12:38:40.000,2263.304484,-55.491,253.763
2018:06:03:12:39:40.000,2275.756804,-55.448,252.522
2018:06:03:12:40:40.000,2289.101174,-55.406,251.307
2018:06:03:12:41:40.000,2303.313867,-55.364,250.121
2018:06:03:12:42:40.000,2318.370160,-55.324,248.963
2018:06:03:12:43:40.000,2334.244461,-55.285,247.834
2018:06:03:12:44:40.000,2350.910432,-55.249,246.736
2018:06:03:12:45:40.000,2368.341110,-55.216,245.668
2018:06:03:12:46:40.000,2386.509022,-55.186,244.631
2018:06:03:12:47:40.000,2405.386297,-55.161,243.625
2018:06:03:12:48:40.000,2424.944772,-55.140,242.650
2018:06:03:12:49:40.000,2445.156087,-55.124,241.707
2018:06:03:12:50:40.000,2465.991781,-55.114,240.794
2018:06:03:12:51:40.000,2487.423373,-55.110,239.912
2018:06:03:12:51:51.046,2491.431597,-55.110,239.753
2018:06:03:16:13:38.579,2491.431596,-55.110,300.246
2018:06:03:16:14:38.000,2470.099079,-55.113,299.378
2018:06:03:16:15:38.000,2449.146277,-55.122,298.472
2018:06:03:16:16:38.000,2428.812345,-55.137,297.534
2018:06:03:16:17:38.000,2409.125756,-55.156,296.565
2018:06:03:16:18:38.000,2390.114895,-55.181,295.566
2018:06:03:16:19:38.000,2371.807969,-55.210,294.535
2018:06:03:16:20:38.000,2354.232914,-55.242,293.473
2018:06:03:16:21:38.000,2337.417286,-55.278,292.380
2018:06:03:16:22:38.000,2321.388156,-55.316,291.258
2018:06:03:16:23:38.000,2306.171991,-55.356,290.105
2018:06:03:16:24:38.000,2291.794537,-55.398,288.924
2018:06:03:16:25:38.000,2278.280692,-55.440,287.715
2018:06:03:16:26:38.000,2265.654386,-55.483,286.479
2018:06:03:16:27:38.000,2253.938448,-55.525,285.217
2018:06:03:16:28:38.000,2243.154483,-55.566,283.931
2018:06:03:16:29:38.000,2233.322742,-55.605,282.621
2018:06:03:16:30:38.000,2224.462002,-55.642,281.291
2018:06:03:16:31:38.000,2216.589449,-55.676,279.941
2018:06:03:16:32:38.000,2209.720563,-55.707,278.574
2018:06:03:16:33:38.000,2203.869019,-55.734,277.192
2018:06:03:16:34:38.000,2199.046588,-55.756,275.796
2018:06:03:16:35:38.000,2195.263061,-55.774,274.391
2018:06:03:16:36:38.000,2192.526172,-55.788,272.977
2018:06:03:16:37:38.000,2190.841550,-55.796,271.557
2018:06:03:16:38:38.000,2190.212669,-55.799,270.135
2018:06:03:16:39:38.000,2190.640830,-55.797,268.713
2018:06:03:16:40:38.000,2192.125147,-55.790,267.293
2018:06:03:16:41:38.000,2194.662557,-55.777,265.878
2018:06:03:16:42:38.000,2198.247837,-55.760,264.470
2018:06:03:16:43:38.000,2202.873650,-55.738,263.073
2018:06:03:16:44:38.000,2208.530589,-55.712,261.688
2018:06:03:16:45:38.000,2215.207254,-55.682,260.317
2018:06:03:16:46:38.000,2222.890324,-55.649,258.964
2018:06:03:16:47:38.000,2231.564655,-55.612,257.630
2018:06:03:16:48:38.000,2241.213375,-55.573,256.316
2018:06:03:16:49:38.000,2251.818002,-55.533,255.026
2018:06:03:16:50:38.000,2263.358554,-55.491,253.759
2018:06:03:16:51:38.000,2275.813674,-55.448,252.518
2018:06:03:16:52:38.000,2289.160756,-55.406,251.303
2018:06:03:16:53:38.000,2303.376069,-55.364,250.117
2018:06:03:16:54:38.000,2318.434889,-55.323,248.959
2018:06:03:16:55:38.000,2334.311621,-55.285,247.831
2018:06:03:16:56:38.000,2350.979925,-55.249,246.733
2018:06:03:16:57:38.000,2368.412838,-55.216,245.665
2018:06:03:16:58:38.000,2386.582885,-55.186,244.628
2018:06:03:16:59:38.000,2405.462196,-55.161,243.622
2018:06:03:17:00:38.000,2425.022606,-55.140,242.648
2018:06:03:17:01:38.000,2445.235757,-55.124,241.704
2018:06:03:17:02:38.000,2466.073186,-55.114,240.791
2018:06:03:17:03:38.000,2487.506415,-55.110,239.910
2018:06:03:17:03:48.817,2491.431597,-55.110,239.754
2018:06:03:20:25:36.401,2491.431596,-55.110,300.245
2018:06:03:20:26:36.000,2470.036338,-55.113,299.375
2018:06:03:20:27:36.000,2449.085729,-55.122,298.468
2018:06:03:20:28:36.000,2428.754081,-55.137,297.531
2018:06:03:20:29:36.000,2409.069865,-55.156,296.562
2018:06:03:20:30:36.000,2390.061464,-55.181,295.562
2018:06:03:20:31:36.000,2371.757087,-55.210,294.531
2018:06:03:20:32:36.000,2354.184667,-55.242,293.469
2018:06:03:20:33:36.000,2337.371759,-55.278,292.376
2018:06:03:20:34:36.000,2321.345430,-55.316,291.254
2018:06:03:20:35:36.000,2306.132145,-55.356,290.101
2018:06:03:20:36:36.000,2291.757647,-55.398,288.920
2018:06:03:20:37:36.000,2278.246831,-55.440,287.711
2018:06:03:20:38:36.000,2265.623624,-55.483,286.475
2018:06:03:20:39:36.000,2253.910849,-55.525,285.213
2018:06:03:20:40:36.000,2243.130107,-55.566,283.926
2018:06:03:20:41:36.000,2233.301644,-55.605,282.617
2018:06:03:20:42:36.000,2224.444233,-55.642,281.286
2018:06:03:20:43:36.000,2216.575051,-55.676,279.936
2018:06:03:20:44:36.000,2209.709575,-55.707,278.569
2018:06:03:20:45:36.000,2203.861472,-55.734,277.187
2018:06:03:20:46:36.000,2199.042507,-55.756,275.792
2018:06:03:20:47:36.000,2195.262463,-55.774,274.386
2018:06:03:20:48:36.000,2192.529068,-55.788,272.972
2018:06:03:20:49:36.000,2190.847944,-55.796,271.553
2018:06:03:20:50:36.000,2190.222557,-55.799,270.130
2018:06:03:20:51:36.000,2190.654202,-55.797,268.708
2018:06:03:20:52:36.000,2192.141986,-55.790,267.288
2018:06:03:20:53:36.000,2194.682837,-55.777,265.873
2018:06:03:20:54:36.000,2198.271527,-55.760,264.465
2018:06:03:20:55:36.000,2202.900710,-55.738,263.068
2018:06:03:20:56:36.000,2208.560975,-55.712,261.683
2018:06:03:20:57:36.000,2215.240914,-55.682,260.313
2018:06:03:20:58:36.000,2222.927202,-55.648,258.960
2018:06:03:20:59:36.000,2231.604687,-55.612,257.626
2018:06:03:21:00:36.000,2241.256495,-55.573,256.312
2018:06:03:21:01:36.000,2251.864136,-55.533,255.022
2018:06:03:21:02:36.000,2263.407625,-55.491,253.755
2018:06:03:21:03:36.000,2275.865602,-55.448,252.514
2018:06:03:21:04:36.000,2289.215456,-55.406,251.300
2018:06:03:21:05:36.000,2303.433454,-55.364,250.113
2018:06:03:21:06:36.000,2318.494869,-55.323,248.956
2018:06:03:21:07:36.000,2334.374104,-55.285,247.827
2018:06:03:21:08:36.000,2351.044817,-55.248,246.729
2018:06:03:21:09:36.000,2368.480043,-55.215,245.662
2018:06:03:21:10:36.000,2386.652308,-55.186,244.625
2018:06:03:21:11:36.000,2405.533739,-55.161,243.619
2018:06:03:21:12:36.000,2425.096172,-55.140,242.645
2018:06:03:21:13:36.000,2445.311248,-55.124,241.701
2018:06:03:21:14:36.000,2466.150506,-55.114,240.789
2018:06:03:21:15:36.000,2487.585467,-55.110,239.907
2018:06:03:21:15:46.599,2491.431597,-55.110,239.755
2018:06:04:00:37:34.213,2491.431596,-55.110,300.245
2018:06:04:00:38:34.000,2469.969868,-55.113,299.372
2018:06:04:00:39:34.000,2449.021350,-55.122,298.465
2018:06:04:00:40:34.000,2428.691884,-55.137,297.527
2018:06:04:00:41:34.000,2409.009942,-55.157,296.559
2018:06:04:00:42:34.000,2390.003907,-55.181,295.558
2018:06:04:00:43:34.000,2371.701985,-55.210,294.527
2018:06:04:00:44:34.000,2354.132108,-55.242,293.465
2018:06:04:00:45:34.000,2337.321830,-55.278,292.373
2018:06:04:00:46:34.000,2321.298216,-55.316,291.250
2018:06:04:00:47:34.000,2306.087729,-55.356,290.097
2018:06:04:00:48:34.000,2291.716109,-55.398,288.916
2018:06:04:00:49:34.000,2278.208248,-55.440,287.707
2018:06:04:00:50:34.000,2265.588068,-55.483,286.470
2018:06:04:00:51:34.000,2253.878390,-55.525,285.208
2018:06:04:00:52:34.000,2243.100808,-55.566,283.922
2018:06:04:00:53:34.000,2233.275566,-55.605,282.612
2018:06:04:00:54:34.000,2224.421429,-55.642,281.282
2018:06:04:00:55:34.000,2216.555571,-55.676,279.932
2018:06:04:00:56:34.000,2209.693462,-55.707,278.565
2018:06:04:00:57:34.000,2203.848762,-55.734,277.182
2018:06:04:00:58:34.000,2199.033231,-55.756,275.787
2018:06:04:00:59:34.000,2195.256644,-55.774,274.381
2018:06:04:01:00:34.000,2192.526724,-55.788,272.967
2018:06:04:01:01:34.000,2190.849082,-55.796,271.548
2018:06:04:01:02:34.000,2190.227181,-55.799,270.126
2018:06:04:01:03:34.000,2190.662307,-55.797,268.703
2018:06:04:01:04:34.000,2192.153559,-55.790,267.283
2018:06:04:01:05:34.000,2194.697860,-55.777,265.868
2018:06:04:01:06:34.000,2198.289974,-55.760,264.461
2018:06:04:01:07:34.000,2202.922547,-55.738,263.063
2018:06:04:01:08:34.000,2208.586164,-55.712,261.679
2018:06:04:01:09:34.000,2215.269409,-55.682,260.309
2018:06:04:01:10:34.000,2222.958950,-55.648,258.955
2018:06:04:01:11:34.000,2231.639632,-55.612,257.621
2018:06:04:01:12:34.000,2241.294573,-55.573,256.308
2018:06:04:01:13:34.000,2251.905280,-55.532,255.017
2018:06:04:01:14:34.000,2263.451763,-55.490,253.751
2018:06:04:01:15:34.000,2275.912657,-55.448,252.510
2018:06:04:01:16:34.000,2289.265348,-55.406,251.296
2018:06:04:01:17:34.000,2303.486100,-55.364,250.109
2018:06:04:01:18:34.000,2318.550183,-55.323,248.952
2018:06:04:01:19:34.000,2334.431998,-55.285,247.824
2018:06:04:01:20:34.000,2351.105200,-55.248,246.726
2018:06:04:01:21:34.000,2368.542823,-55.215,245.658
2018:06:04:01:22:34.000,2386.717390,-55.186,244.622
2018:06:04:01:23:34.000,2405.601030,-55.161,243.616
2018:06:04:01:24:34.000,2425.165577,-55.140,242.642
2018:06:04:01:25:34.000,2445.382672,-55.124,241.698
2018:06:04:01:26:34.000,2466.223853,-55.114,240.786
2018:06:04:01:27:34.000,2487.660642,-55.110,239.905
2018:06:04:01:27:44.391,2491.431597,-55.110,239.755
2018:06:04:04:49:32.014,2491.431596,-55.110,300.245
2018:06:04:04:50:32.000,2469.899563,-55.113,299.369
2018:06:04:04:51:32.000,2448.953037,-55.122,298.462
2018:06:04:04:52:32.000,2428.625658,-55.137,297.524
2018:06:04:04:53:32.000,2408.945895,-55.157,296.555
2018:06:04:04:54:32.000,2389.942132,-55.181,295.555
2018:06:04:04:55:32.000,2371.642575,-55.210,294.524
2018:06:04:04:56:32.000,2354.075155,-55.242,293.462
2018:06:04:04:57:32.000,2337.267423,-55.278,292.369
2018:06:04:04:58:32.000,2321.246444,-55.316,291.246
2018:06:04:04:59:32.000,2306.038677,-55.357,290.093
2018:06:04:05:00:32.000,2291.669860,-55.398,288.912
2018:06:04:05:01:32.000,2278.164883,-55.441,287.703
2018:06:04:05:02:32.000,2265.547664,-55.483,286.466
2018:06:04:05:03:32.000,2253.841020,-55.525,285.204
2018:06:04:05:04:32.000,2243.066542,-55.566,283.917
2018:06:04:05:05:32.000,2233.244468,-55.605,282.608
2018:06:04:05:06:32.000,2224.393558,-55.642,281.277
2018:06:04:05:07:32.000,2216.530982,-55.676,279.927
2018:06:04:05:08:32.000,2209.672202,-55.707,278.560
2018:06:04:05:09:32.000,2203.830873,-55.734,277.178
2018:06:04:05:10:32.000,2199.018749,-55.756,275.782
2018:06:04:05:11:32.000,2195.245599,-55.775,274.376
2018:06:04:05:12:32.000,2192.519137,-55.788,272.963
2018:06:04:05:13:32.000,2190.844969,-55.796,271.543
2018:06:04:05:14:32.000,2190.226550,-55.799,270.121
2018:06:04:05:15:32.000,2190.665159,-55.797,268.699
2018:06:04:05:16:32.000,2192.159889,-55.790,267.279
2018:06:04:05:17:32.000,2194.707653,-55.777,265.864
2018:06:04:05:18:32.000,2198.303210,-55.760,264.456
2018:06:04:05:19:32.000,2202.939200,-55.738,263.059
2018:06:04:05:20:32.000,2208.606198,-55.712,261.674
2018:06:04:05:21:32.000,2215.292785,-55.682,260.304
2018:06:04:05:22:32.000,2222.985622,-55.648,258.951
2018:06:04:05:23:32.000,2231.669547,-55.612,257.617
2018:06:04:05:24:32.000,2241.327673,-55.573,256.304
2018:06:04:05:25:32.000,2251.941502,-55.532,255.013
2018:06:04:05:26:32.000,2263.491040,-55.490,253.747
2018:06:04:05:27:32.000,2275.954917,-55.448,252.506
2018:06:04:05:28:32.000,2289.310515,-55.405,251.292
2018:06:04:05:29:32.000,2303.534095,-55.364,250.106
2018:06:04:05:30:32.000,2318.600922,-55.323,248.948
2018:06:04:05:31:32.000,2334.485397,-55.284,247.820
2018:06:04:05:32:32.000,2351.161172,-55.248,246.722
2018:06:04:05:33:32.000,2368.601278,-55.215,245.655
2018:06:04:05:34:32.000,2386.778238,-55.186,244.618
2018:06:04:05:35:32.000,2405.664179,-55.160,243.613
2018:06:04:05:36:32.000,2425.230934,-55.140,242.638
2018:06:04:05:37:32.000,2445.450143,-55.124,241.695
2018:06:04:05:38:32.000,2466.293346,-55.114,240.783
2018:06:04:05:39:32.000,2487.732063,-55.110,239.902
2018:06:04:05:39:42.194,2491.431597,-55.110,239.755
2018:06:04:09:01:29.805,2491.431595,-55.110,300.245
2018:06:04:09:02:29.000,2470.179488,-55.113,299.381
2018:06:04:09:03:29.000,2449.224781,-55.122,298.475
2018:06:04:09:04:29.000,2428.888840,-55.137,297.537
2018:06:04:09:05:29.000,2409.200138,-55.156,296.569
2018:06:04:09:06:29.000,2390.187059,-55.181,295.569
2018:06:04:09:07:29.000,2371.877813,-55.210,294.538
2018:06:04:09:08:29.000,2354.300334,-55.242,293.476
2018:06:04:09:09:29.000,2337.482182,-55.278,292.384
2018:06:04:09:10:29.000,2321.450428,-55.316,291.261
2018:06:04:09:11:29.000,2306.231540,-55.356,290.109
2018:06:04:09:12:29.000,2291.851267,-55.398,288.928
2018:06:04:09:13:29.000,2278.334511,-55.440,287.719
2018:06:04:09:14:29.000,2265.705205,-55.483,286.483
2018:06:04:09:15:29.000,2253.986180,-55.525,285.221
2018:06:04:09:16:29.000,2243.199047,-55.566,283.935
2018:06:04:09:17:29.000,2233.364060,-55.605,282.626
2018:06:04:09:18:29.000,2224.500002,-55.642,281.295
2018:06:04:09:19:29.000,2216.624065,-55.676,279.946
2018:06:04:09:20:29.000,2209.751735,-55.707,278.579
2018:06:04:09:21:29.000,2203.896691,-55.733,277.196
2018:06:04:09:22:29.000,2199.070714,-55.756,275.801
2018:06:04:09:23:29.000,2195.283599,-55.774,274.395
2018:06:04:09:24:29.000,2192.543089,-55.788,272.981
2018:06:04:09:25:29.000,2190.854818,-55.796,271.562
2018:06:04:09:26:29.000,2190.222271,-55.799,270.140
2018:06:04:09:27:29.000,2190.646755,-55.797,268.718
2018:06:04:09:28:29.000,2192.127393,-55.790,267.297
2018:06:04:09:29:29.000,2194.661127,-55.777,265.882
2018:06:04:09:30:29.000,2198.242743,-55.760,264.475
2018:06:04:09:31:29.000,2202.864912,-55.738,263.077
2018:06:04:09:32:29.000,2208.518234,-55.712,261.692
2018:06:04:09:33:29.000,2215.191316,-55.682,260.322
2018:06:04:09:34:29.000,2222.870844,-55.649,258.969
2018:06:04:09:35:29.000,2231.541680,-55.612,257.634
2018:06:04:09:36:29.000,2241.186959,-55.573,256.321
2018:06:04:09:37:29.000,2251.788205,-55.533,255.030
2018:06:04:09:38:29.000,2263.325440,-55.491,253.763
2018:06:04:09:39:29.000,2275.777314,-55.448,252.522
2018:06:04:09:40:29.000,2289.121223,-55.406,251.308
2018:06:04:09:41:29.000,2303.333443,-55.364,250.121
2018:06:04:09:42:29.000,2318.389252,-55.324,248.963
2018:06:04:09:43:29.000,2334.263058,-55.285,247.835
2018:06:04:09:44:29.000,2350.928526,-55.249,246.736
2018:06:04:09:45:29.000,2368.358692,-55.216,245.669
2018:06:04:09:46:29.000,2386.526086,-55.186,244.632
2018:06:04:09:47:29.000,2405.402838,-55.161,243.626
2018:06:04:09:48:29.000,2424.960785,-55.140,242.651
2018:06:04:09:49:29.000,2445.171569,-55.124,241.707
2018:06:04:09:50:29.000,2466.006730,-55.114,240.795
2018:06:04:09:51:29.000,2487.437787,-55.110,239.913
2018:06:04:09:51:40.007,2491.431597,-55.110,239.755
2018:06:04:13:13:27.585,2491.431595,-55.110,300.246
2018:06:04:13:14:27.000,2470.101202,-55.113,299.378
2018:06:04:13:15:27.000,2449.148298,-55.122,298.472
2018:06:04:13:16:27.000,2428.814259,-55.137,297.534
2018:06:04:13:17:27.000,2409.127557,-55.156,296.566
2018:06:04:13:18:27.000,2390.116576,-55.181,295.566
2018:06:04:13:19:27.000,2371.809526,-55.210,294.535
2018:06:04:13:20:27.000,2354.234340,-55.242,293.473
2018:06:04:13:21:27.000,2337.418577,-55.278,292.380
2018:06:04:13:22:27.000,2321.389307,-55.316,291.258
2018:06:04:13:23:27.000,2306.172996,-55.356,290.105
2018:06:04:13:24:27.000,2291.795391,-55.398,288.924
2018:06:04:13:25:27.000,2278.281392,-55.440,287.715
2018:06:04:13:26:27.000,2265.654927,-55.483,286.479
2018:06:04:13:27:27.000,2253.938827,-55.525,285.217
2018:06:04:13:28:27.000,2243.154697,-55.566,283.931
2018:06:04:13:29:27.000,2233.322787,-55.605,282.621
2018:06:04:13:30:27.000,2224.461876,-55.642,281.291
2018:06:04:13:31:27.000,2216.589150,-55.676,279.941
2018:06:04:13:32:27.000,2209.720089,-55.707,278.574
2018:06:04:13:33:27.000,2203.868369,-55.734,277.192
2018:06:04:13:34:27.000,2199.045762,-55.756,275.796
2018:06:04:13:35:27.000,2195.262057,-55.774,274.391
2018:06:04:13:36:27.000,2192.524992,-55.788,272.977
2018:06:04:13:37:27.000,2190.840193,-55.796,271.557
2018:06:04:13:38:27.000,2190.211138,-55.799,270.135
2018:06:04:13:39:27.000,2190.639126,-55.797,268.713
2018:06:04:13:40:27.000,2192.123273,-55.790,267.293
2018:06:04:13:41:27.000,2194.660515,-55.777,265.878
2018:06:04:13:42:27.000,2198.245631,-55.760,264.470
2018:06:04:13:43:27.000,2202.871282,-55.738,263.073
2018:06:04:13:44:27.000,2208.528065,-55.712,261.688
2018:06:04:13:45:27.000,2215.204577,-55.682,260.317
2018:06:04:13:46:27.000,2222.887500,-55.649,258.964
2018:06:04:13:47:27.000,2231.561688,-55.612,257.630
2018:06:04:13:48:27.000,2241.210271,-55.573,256.316
2018:06:04:13:49:27.000,2251.814767,-55.533,255.026
2018:06:04:13:50:27.000,2263.355194,-55.491,253.759
2018:06:04:13:51:27.000,2275.810195,-55.448,252.518
2018:06:04:13:52:27.000,2289.157165,-55.406,251.303
2018:06:04:13:53:27.000,2303.372373,-55.364,250.117
2018:06:04:13:54:27.000,2318.431094,-55.323,248.959
2018:06:04:13:55:27.000,2334.307734,-55.285,247.831
2018:06:04:13:56:27.000,2350.975954,-55.249,246.733
2018:06:04:13:57:27.000,2368.408789,-55.216,245.665
2018:06:04:13:58:27.000,2386.578766,-55.186,244.628
2018:06:04:13:59:27.000,2405.458014,-55.161,243.622
2018:06:04:14:00:27.000,2425.018368,-55.140,242.647
2018:06:04:14:01:27.000,2445.231470,-55.124,241.704
2018:06:04:14:02:27.000,2466.068858,-55.114,240.791
2018:06:04:14:03:27.000,2487.502053,-55.110,239.910
2018:06:04:14:03:37.829,2491.431597,-55.110,239.754
2018:06:04:17:25:25.354,2491.431595,-55.110,300.247
2018:06:04:17:26:25.000,2470.018811,-55.113,299.376
2018:06:04:17:27:25.000,2449.067624,-55.122,298.469
2018:06:04:17:28:25.000,2428.735402,-55.137,297.532
2018:06:04:17:29:25.000,2409.050617,-55.157,296.563
2018:06:04:17:30:25.000,2390.041654,-55.181,295.563
2018:06:04:17:31:25.000,2371.736722,-55.210,294.532
2018:06:04:17:32:25.000,2354.163755,-55.242,293.470
2018:06:04:17:33:25.000,2337.350310,-55.278,292.377
2018:06:04:17:34:25.000,2321.323455,-55.316,291.254
2018:06:04:17:35:25.000,2306.109658,-55.356,290.102
2018:06:04:17:36:25.000,2291.734661,-55.398,288.921
2018:06:04:17:37:25.000,2278.223363,-55.440,287.711
2018:06:04:17:38:25.000,2265.599690,-55.483,286.475
2018:06:04:17:39:25.000,2253.886468,-55.525,285.213
2018:06:04:17:40:25.000,2243.105298,-55.566,283.927
2018:06:04:17:41:25.000,2233.276428,-55.605,282.617
2018:06:04:17:42:25.000,2224.418632,-55.642,281.287
2018:06:04:17:43:25.000,2216.549091,-55.676,279.937
2018:06:04:17:44:25.000,2209.683279,-55.707,278.570
2018:06:04:17:45:25.000,2203.834866,-55.734,277.187
2018:06:04:17:46:25.000,2199.015620,-55.756,275.792
2018:06:04:17:47:25.000,2195.235322,-55.775,274.386
2018:06:04:17:48:25.000,2192.501703,-55.788,272.972
2018:06:04:17:49:25.000,2190.820383,-55.796,271.553
2018:06:04:17:50:25.000,2190.194832,-55.799,270.131
2018:06:04:17:51:25.000,2190.626343,-55.797,268.708
2018:06:04:17:52:25.000,2192.114024,-55.790,267.288
2018:06:04:17:53:25.000,2194.654804,-55.777,265.873
2018:06:04:17:54:25.000,2198.243455,-55.760,264.465
2018:06:04:17:55:25.000,2202.872630,-55.738,263.068
2018:06:04:17:56:25.000,2208.532919,-55.712,261.683
2018:06:04:17:57:25.000,2215.212913,-55.682,260.313
2018:06:04:17:58:25.000,2222.899287,-55.649,258.960
2018:06:04:17:59:25.000,2231.576888,-55.612,257.625
2018:06:04:18:00:25.000,2241.228842,-55.573,256.312
2018:06:04:18:01:25.000,2251.836658,-55.533,255.021
2018:06:04:18:02:25.000,2263.380351,-55.491,253.754
2018:06:04:18:03:25.000,2275.838559,-55.448,252.513
2018:06:04:18:04:25.000,2289.188670,-55.406,251.299
2018:06:04:18:05:25.000,2303.406952,-55.364,250.113
2018:06:04:18:06:25.000,2318.468674,-55.323,248.955
2018:06:04:18:07:25.000,2334.348240,-55.285,247.827
2018:06:04:18:08:25.000,2351.019307,-55.249,246.729
2018:06:04:18:09:25.000,2368.454907,-55.215,245.661
2018:06:04:18:10:25.000,2386.627567,-55.186,244.624
2018:06:04:18:11:25.000,2405.509411,-55.161,243.618
2018:06:04:18:12:25.000,2425.072276,-55.140,242.644
2018:06:04:18:13:25.000,2445.287801,-55.124,241.700
2018:06:04:18:14:25.000,2466.127522,-55.114,240.788
2018:06:04:18:15:25.000,2487.562961,-55.110,239.906
2018:06:04:18:15:35.660,2491.431597,-55.110,239.753
2018:06:04:21:37:23.112,2491.431595,-55.110,300.248
